set_code,set_name,printed_set_abbrev,page_base,page_url,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,117/111,Kartana,Crimson Invasion,Rare Rainbow},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,030/050,Buzzwole,Awakened Heroes,RR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,037/050,Kartana,Awakened Heroes,RR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,052/050,Buzzwole,Awakened Heroes,SR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,053/050,Kartana,Awakened Heroes,SR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,057/050,Buzzwole,Awakened Heroes,HR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,058/050,Kartana,Awakened Heroes,HR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,062/050,Metal Energy,Awakened Heroes,UR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,022/050,Nihilego,Ultradimensional Beasts,RR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,033/050,Guzzlord,Ultradimensional Beasts,RR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,052/050,Nihilego,Ultradimensional Beasts,SR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,053/050,Guzzlord,Ultradimensional Beasts,SR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,057/050,Nihilego,Ultradimensional Beasts,HR},bulbapedia_row_missing_in_db
sm4,Crimson Invasion,CIN,Crimson Invasion,https://bulbapedia.bulbagarden.net/wiki/Crimson_Invasion_%28TCG%29,058/050,Guzzlord,Ultradimensional Beasts,HR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,63/156,Dawn Wings Necrozma,Ultra Prism,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,90/156,Dusk Mane Necrozma,Ultra Prism,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,137/156,Unit Energy,Ultra Prism,Uncommon},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,138/156,Unit Energy,Ultra Prism,Uncommon},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,140/156,Pheromosa,Ultra Prism,Rare Ultra},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,142/156,Xurkitree,Ultra Prism,Rare Ultra},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,143/156,Dawn Wings Necrozma,Ultra Prism,Rare Ultra},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,144/156,Celesteela,Ultra Prism,Rare Ultra},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,145/156,Dusk Mane Necrozma,Ultra Prism,Rare Ultra},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,158/156,Pheromosa,Ultra Prism,Rare Rainbow},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,160/156,Xurkitree,Ultra Prism,Rare Rainbow},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,161/156,Dawn Wings Necrozma,Ultra Prism,Rare Rainbow},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,162/156,Celesteela,Ultra Prism,Rare Rainbow},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,163/156,Dusk Mane Necrozma,Ultra Prism,Rare Rainbow},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,170/156,Unit Energy,Ultra Prism,Rare Secret},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,171/156,Unit Energy,Ultra Prism,Rare Secret},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,044/066,Dusk Mane Necrozma,Ultra Sun,RR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,053/066,Potion,Ultra Sun,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,056/066,Nest Ball,Ultra Sun,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,057/066,Pokémon Catcher,Ultra Sun,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,065/066,Double Colorless Energy,Ultra Sun,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,066/066,Unit Energy,Ultra Sun,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,068/066,Dusk Mane Necrozma,Ultra Sun,SR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,074/066,Dusk Mane Necrozma,Ultra Sun,HR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,078/066,Unit Energy,Ultra Sun,UR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,033/066,Dawn Wings Necrozma,Ultra Moon,RR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,056/066,Ultra Ball,Ultra Moon,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,058/066,Rare Candy,Ultra Moon,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,059/066,Rescue Stretcher,Ultra Moon,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,064/066,Sophocles,Ultra Moon,U},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,068/066,Dawn Wings Necrozma,Ultra Moon,SR},bulbapedia_row_missing_in_db
sm5,Ultra Prism,UPR,Ultra Prism,https://bulbapedia.bulbagarden.net/wiki/Ultra_Prism_%28TCG%29,074/066,Dawn Wings Necrozma,Ultra Moon,HR},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,56/131,Naganadel,Forbidden Light,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,95/131,Ultra Necrozma,Forbidden Light,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,118/131,Unit Energy,Forbidden Light,Uncommon},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,121/131,Naganadel,Forbidden Light,Rare Ultra},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,127/131,Ultra Necrozma,Forbidden Light,Rare Ultra},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,134/131,Naganadel,Forbidden Light,Rare Rainbow},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,140/131,Ultra Necrozma,Forbidden Light,Rare Rainbow},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,146/131,Unit Energy,Forbidden Light,Rare Secret},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,069/094,Ultra Necrozma,Forbidden Light,RR},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,070/094,Eevee,Forbidden Light,C},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,079/094,Ultra Ball,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,080/094,Rare Candy,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,081/094,Switch,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,082/094,Pokémon Catcher,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,084/094,Choice Band,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,088/094,Hau,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,091/094,Lillie,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,093/094,Double Colorless Energy,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,094/094,Unit Energy,Forbidden Light,U},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,099/094,Ultra Necrozma,Forbidden Light,SR},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,107/094,Ultra Necrozma,Forbidden Light,HR},bulbapedia_row_missing_in_db
sm6,Forbidden Light,FLI,Forbidden Light,https://bulbapedia.bulbagarden.net/wiki/Forbidden_Light_%28TCG%29,110/094,Unit Energy,Forbidden Light,UR},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,102/168,Stakataka,Celestial Storm,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,159/168,Stakataka,Celestial Storm,Rare Ultra},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,176/168,Stakataka,Celestial Storm,Rare Rainbow},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,060/096,Stakataka,Sky-Splitting Charisma,RR},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,061/096,Altaria GX,Sky-Splitting Charisma,RR},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,077/096,Swablu,Sky-Splitting Charisma,C},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,081/096,Ultra Ball,Sky-Splitting Charisma,U},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,084/096,Pokémon Catcher,Sky-Splitting Charisma,U},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,086/096,Choice Band,Sky-Splitting Charisma,U},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,092/096,Lillie,Sky-Splitting Charisma,U},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,096/096,Double Colorless Energy,Sky-Splitting Charisma,U},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,099/096,Stakataka,Sky-Splitting Charisma,SR},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,100/096,Altaria GX,Sky-Splitting Charisma,SR},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,107/096,Stakataka,Sky-Splitting Charisma,HR},bulbapedia_row_missing_in_db
sm7,Celestial Storm,CES,Celestial Storm,https://bulbapedia.bulbagarden.net/wiki/Celestial_Storm_%28TCG%29,108/096,Altaria GX,Sky-Splitting Charisma,HR},bulbapedia_row_missing_in_db
sm75,Dragon Majesty,DRM,Dragon Majesty,https://bulbapedia.bulbagarden.net/wiki/Dragon_Majesty_%28TCG%29,78/70,Ultra Necrozma,Dragon Majesty,Rare Secret},bulbapedia_row_missing_in_db
sm75,Dragon Majesty,DRM,Dragon Majesty,https://bulbapedia.bulbagarden.net/wiki/Dragon_Majesty_%28TCG%29,043/053,Aqua Patch,Dragon Storm,U},bulbapedia_row_missing_in_db
sm75,Dragon Majesty,DRM,Dragon Majesty,https://bulbapedia.bulbagarden.net/wiki/Dragon_Majesty_%28TCG%29,047/053,Kiawe,Dragon Storm,U},bulbapedia_row_missing_in_db
sm75,Dragon Majesty,DRM,Dragon Majesty,https://bulbapedia.bulbagarden.net/wiki/Dragon_Majesty_%28TCG%29,052/053,Devoured Field,Dragon Storm,U},bulbapedia_row_missing_in_db
sm75,Dragon Majesty,DRM,Dragon Majesty,https://bulbapedia.bulbagarden.net/wiki/Dragon_Majesty_%28TCG%29,053/053,Brooklet Hill,Dragon Storm,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,52/214,Blacephalon,Lost Thunder,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,174/214,Fairy Charm,Lost Thunder,Uncommon},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,175/214,Fairy Charm,Lost Thunder,Uncommon},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,176/214,Fairy Charm,Lost Thunder,Uncommon},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,177/214,Fairy Charm,Lost Thunder,Uncommon},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,199/214,Blacephalon,Lost Thunder,Rare Ultra},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,219/214,Blacephalon,Lost Thunder,Rare Rainbow},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,023/095,Blacephalon,Super-Burst Impact,RR},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,078/095,Ultra Ball,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,079/095,Rare Candy,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,080/095,Switch,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,081/095,Pokémon Catcher,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,084/095,Choice Band,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,086/095,Fairy Charm,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,090/095,Hau,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,091/095,Lillie,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,094/095,Double Colorless Energy,Super-Burst Impact,U},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,097/095,Blacephalon,Super-Burst Impact,SR},bulbapedia_row_missing_in_db
sm8,Lost Thunder,LOT,Lost Thunder,https://bulbapedia.bulbagarden.net/wiki/Lost_Thunder_%28TCG%29,105/095,Blacephalon,Super-Burst Impact,HR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,1/181,Celebi & Venusaur,Team Up,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,33/181,Pikachu & Zekrom,Team Up,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,53/181,Gengar & Mimikyu,Team Up,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,113/181,Latias & Latios,Team Up,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,120/181,Eevee & Snorlax,Team Up,Ultra-Rare Rare},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,159/181,Celebi & Venusaur,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,160/181,Magikarp & Wailord,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,161/181,Magikarp & Wailord,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,162/181,Pikachu & Zekrom,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,164/181,Gengar & Mimikyu,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,165/181,Gengar & Mimikyu,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,169/181,Latias & Latios,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,170/181,Latias & Latios,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,171/181,Eevee & Snorlax,Team Up,Rare Ultra},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,182/181,Celebi & Venusaur,Team Up,Rare Rainbow},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,183/181,Magikarp & Wailord,Team Up,Rare Rainbow},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,184/181,Pikachu & Zekrom,Team Up,Rare Rainbow},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,186/181,Gengar & Mimikyu,Team Up,Rare Rainbow},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,190/181,Latias & Latios,Team Up,Rare Rainbow},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,191/181,Eevee & Snorlax,Team Up,Rare Rainbow},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,001/095,Celebi & Venusaur,Tag Bolt,RR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,019/095,Magikarp & Wailord,Tag Bolt,RR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,031/095,Pikachu & Zekrom,Tag Bolt,RR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,038/095,Gengar & Mimikyu,Tag Bolt,RR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,060/095,Latias & Latios,Tag Bolt,RR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,066/095,Eevee & Snorlax,Tag Bolt,RR},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,077/095,Escape Rope,Tag Bolt,U},bulbapedia_row_missing_in_db
sm9,Team Up,TEU,Team Up,https://bulbapedia.bulbagarden.net/wiki/Team_Up_%28TCG%29,080/095,Ultra Ball,Tag Bolt,U},bulbapedia_row_missing_in_db
